Почти все возможности взаимодействия с игрой в MoonLoader реализованы посредством эмуляции опкодов, которые используются в игре для программирования миссий. Многие опкоды не вошли в релиз MoonLoader с самой первой версии, часть вошедших опкодов позже была заменена встроенными реализациями в обновлениях.
Следующая таблица содержит все опкоды игры, где каждому опкоду соответствует его аналог в Lua и комментарий о различиях или причинах отсутствия.
Отсутствие пояснения к опкоду в третьей колонке означает, что Lua функция напрямую эмулирует опкод игры без каких-либо изменений в поведении.

Опкод	Lua	Пояснение
0B3E	raknetDeleteBitStream(Bitstream bs)	
0B3F	raknetResetBitStream(Bitstream bs)	
0B40	raknetBitStreamWriteBitStream(Bitstream bs, Bitstream bitStream)	
0B40	raknetBitStreamWriteBool(Bitstream bs, bool value)	
0B40	raknetBitStreamWriteBuffer(Bitstream bs, uint dest, uint size)	
0B40	raknetBitStreamWriteFloat(Bitstream bs, float value)	
0B40	raknetBitStreamWriteInt16(Bitstream bs, int value)	
0B40	raknetBitStreamWriteInt32(Bitstream bs, int value)	
0B40	raknetBitStreamWriteInt8(Bitstream bs, int value)	
0B40	raknetBitStreamWriteString(Bitstream bs, string str)	
0B41	raknetSendRpcEx(int rpc, Bitstream bs, int priority, int reliability, int channel, bool timestamp)	
0B42	raknetSendBitStreamEx(Bitstream bs, int priority, int reliability, int channel)	
0B43		[3:72]
0B44	int textlabel = sampCreate3dText(zstring text, uint color, float posX, float posY, float posZ, float distance, bool ignoreWalls, int playerId, int vehicleId)	
0B45	sampDestroy3dText(int textlabel)	
0B46	bool result = sampIs3dTextDefined(int 3dText)	
0B47	sampCloseCurrentDialogWithButton(int button)	
0B48	int list = sampGetCurrentDialogListItem()	
0B49	sampSetCurrentDialogListItem(int list)	
0B4A	zstring text = sampGetCurrentDialogEditboxText()	
0B4B	sampSetCurrentDialogEditboxText(zstring text)	
0B4C	bool result = sampIsDialogActive()	
0B4D	int type = sampGetCurrentDialogType()	
0B4E	int id = sampGetCurrentDialogId()	
0B4F	int gamestate = sampGetGamestate()	
0B50	Object object = sampGetObjectHandleBySampId(int id)	
0B51	Pickup pickup = sampGetPickupHandleBySampId(int id)	
0B52	int objectId = sampGetObjectSampIdByHandle(Object object)	
0B53	int pickupId = sampGetPickupSampIdByHandle(Pickup pickup)	
0B54	int count = sampGetListboxItemsCount()	
0B55	float wposX, float wposY = convert3DCoordsToScreen(float posX, float posY, float posZ)	[4:63]
0B56	setGameKeyState(int key, int state)	[4:64]
0B57	int animid = sampGetPlayerAnimationId(int playerId)	
0B58	zstring file, zstring name = sampGetAnimationNameAndFile(int animid)	
0B59	int id = sampFindAnimationIdByNameAndFile(zstring name, zstring file)	
0B5A	int resX, int resY = getScreenResolution()	
0B5B	zstring text = sampGetListboxItemText(int item)	
0B5C	bool result = sampIsPlayerPaused(int id)	
0B5D	sampToggleCursor(bool show)	
0B5E	int posX, int posY = getCursorPos()	[4:65]
0B5F	float gposX, float gposY = convertWindowScreenCoordsToGameScreenCoords(float wposX, float wposY)	[4:66]
0B60	float wposX, float wposY = convertGameScreenCoordsToWindowScreenCoords(float gposX, float gposY)	[4:67]
0B61	bool result = sampIsLocalPlayerSpawned()	
0B62	int action = sampGetPlayerSpecialAction(int id)	
0B63	bool result = sampUnregisterChatCommand(zstring cmd)	
0B64	bool result = sampIsPlayerNpc(int id)	
0B65	int score = sampGetPlayerScore(int id)	
0B66		[11]
0B67		[11:1]
0B68	renderDrawLine(float pos1X, float pos1Y, float pos2X, float pos2Y, float width, uint color)	[4:68]
0B69	renderDrawBox(float posX, float posY, float sizeX, float sizeY, uint color)	[4:69]
0B6A	renderDrawBoxWithBorder(float posX, float posY, float sizeX, float sizeY, uint color, float bsize, uint bcolor)	[4:70]
0B6B	float length = renderGetFontDrawTextLength(DxFont font, zstring text, [bool ignoreColorTags=false])	[4:71]
0B6C	float height = renderGetFontDrawHeight(DxFont font)	[4:72]
0B6D	DxFont font = renderCreateFont(zstring font, int height, uint flags, [uint charset])	[4:73]
0B6E	renderReleaseFont(DxFont font)	[4:74]
0B6F	renderFontDrawText(DxFont font, zstring text, float posX, float posY, uint color, [bool ignoreColorTags=false])	[4:75]
0B70	renderDrawPolygon(float posX, float posY, float sizeX, float sizeY, int corners, float rotation, uint color)	[4:76]
0B71	DxTexture texture = renderLoadTextureFromFile(zstring file)	[4:77]
0B72	renderReleaseTexture(DxTexture texture)	[4:78]
0B73	renderDrawTexture(DxTexture texture, float posX, float posY, float sizeX, float sizeY, float rotation, uint color)	[4:79]
0B74	sampSetChatString(int id, zstring text, zstring prefix, uint color, uint pcolor)	
0B75	zstring text, zstring prefix, uint color, uint pcolor = sampGetChatString(int id)	
0B76	sampSetChatInputText(zstring text)	
0B77	zstring text = sampGetChatInputText()	
0B78	sampfuncsLog(zstring msg)	
0B79	sampSetChatInputEnabled(bool enabled)	
0B7A	uint rakclientPtr = sampGetRakclientInterface()	
0B7B	uint rakpeer = sampGetRakpeer()	
0B7C	uint address = sampGetRakclientFuncAddressByIndex(int index)	
0B7D	uint callbackAddress = sampGetRpcCallbackByRpcId(int index)	
0B7E	uint node = sampGetRpcNodeByRpcId(int index)	
0B7F	uint sampPtr = sampGetSampInfoPtr()	
0B80	DxutDialog dialog = dxutCreateDialog(zstring name)	
0B81	bool result, int event, int id = dxutPopEvent(DxutDialog dialog)	
0B82	dxutAddButton(DxutDialog dialog, int id, zstring text, int posX, int posY, int sizeX, int sizeY)	
0B83	dxutAddCheckbox(DxutDialog dialog, int id, zstring text, int posX, int posY, int sizeX, int sizeY)	
0B84	dxutSetDialogPos(DxutDialog dialog, int posX, int posY, int sizeX, int sizeY)	
0B85	int posX, int posY, int sizeX, int sizeY = dxutGetDialogPosAndSize(DxutDialog dialog)	
0B86	dxutSetDialogVisible(DxutDialog dialog, bool visible)	
0B87	bool result = dxutIsDialogVisible(DxutDialog dialog)	
0B88	dxutAddEditbox(DxutDialog dialog, int id, zstring text, int posX, int posY, int sizeX, int sizeY)	
0B89	zstring text = dxutGetControlText(DxutDialog dialog, int id)	
0B8A	raknetSendRpc(int rpc, Bitstream bs)	
0B8B	raknetSendBitStream(Bitstream bs)	
0B8C	bool result = sampIsCursorActive()	
0B8D	sampSetCursorMode(int mode)	
0B8E	int mode = sampGetCursorMode()	
0B8F	float posX, float posY, float posZ = convertScreenCoordsToWorld3D(float posX, float posY, float depth)	[4:80]
0B90	dxutSetControlVisible(DxutDialog dialog, int id, bool visible)	
0B91	dxutAddStatic(DxutDialog dialog, int id, zstring text, int posX, int posY, int sizeX, int sizeY)	
0B92	bool result = dxutIsCheckboxChecked(DxutDialog dialog, int id)	
0B93	dxutSetDialogBackgroundColor(DxutDialog dialog, uint color)	
0B94	dxutSetControlText(DxutDialog dialog, int id, zstring text)	
0B95	bool result = dxutControlIsVisible(DxutDialog dialog, int id)	
0B96	dxutAddSlider(DxutDialog dialog, int id, int posX, int posY, int sizeX, int sizeY, int max)	
0B97	int value = dxutGetSliderValue(DxutDialog dialog, int id)	
0B98	dxutSetSliderValue(DxutDialog dialog, int id, int value)	
0B99	dxutAddListbox(DxutDialog dialog, int id, int posX, int posY, int sizeX, int sizeY)	
0B9A	dxutListboxInsertItem(DxutDialog dialog, int id, zstring element, uint data, int after)	
0B9B	int element, int count = dxutGetListboxSelectedItemAndCount(DxutDialog dialog, int id)	
0B9C	dxutListboxDeleteItem(DxutDialog dialog, int id, int element)	
0B9D	zstring text, uint data = dxutGetListboxItemTextAndData(DxutDialog dialog, int id, int element)	
0B9E	dxutCheckboxSetChecked(DxutDialog dialog, int id, bool checked)	
0B9F	dxutEnableDialogCaption(DxutDialog dialog, bool enable)	
0BA0	bool result = dxutIsDialogCaptionEnabled(DxutDialog dialog)	
0BA1	dxutSetDialogMinimized(DxutDialog dialog, bool minimized)	
0BA2	bool result = dxutIsDialogMinimized(DxutDialog dialog)	
0BA3	dxutDeleteControl(DxutDialog dialog, int id)	
0BA4	dxutDeleteDialog(DxutDialog dialog)	
0BA5	dxutSetFocusOnControl(DxutDialog dialog, int id)	
0BA6	dxutSetControlSize(DxutDialog dialog, int id, int sizeX, int sizeY)	
0BA7	int sizeX, int sizeY = dxutGetControlSize(DxutDialog dialog, int id)	
0BA8	dxutSetControlPos(DxutDialog dialog, int id, int posX, int posY)	
0BA9	int posX, int posY = dxutGetControlPos(DxutDialog dialog, int id)	
0BAA	dxutSetCheckboxColor(DxutDialog dialog, int id, uint color)	
0BAB	bool result = dxutIsDialogExists(DxutDialog dialog)	
0BAC	uint settingsPtr = sampGetServerSettingsPtr()	
0BAD	uint poolsPtr = sampGetSampPoolsPtr()	
0BAE	uint chatPtr = sampGetChatInfoPtr()	
0BAF	uint inputPtr = sampGetInputInfoPtr()	
0BB0	uint dialogPtr = sampGetDialogInfoPtr()	
0BB1	uint kill = sampGetKillInfoPtr()	
0BB2	uint miscPtr = sampGetMiscInfoPtr()	
0BB3	uint tdpoolPtr = sampGetTextdrawPoolPtr()	
0BB4	int objpoolPtr = sampGetObjectPoolPtr()	
0BB5	uint gzpoolPtr = sampGetGangzonePoolPtr()	
0BB6	uint tlabelpoolPtr = sampGetTextlabelPoolPtr()	
0BB7	uint playerpoolPtr = sampGetPlayerPoolPtr()	
0BB8	uint vehpoolPtr = sampGetVehiclePoolPtr()	
0BB9	uint pickuppoolPtr = sampGetPickupPoolPtr()	
0BBA	sampStorePlayerOnfootData(int id, uint dstBuffer)	
0BBB	sampStorePlayerIncarData(int id, uint dstBuffer)	
0BBC	sampStorePlayerPassengerData(int id, uint dstBuffer)	
0BBD	sampStorePlayerTrailerData(int id, uint dstBuffer)	
0BBE	sampStorePlayerAimData(int id, uint dstBuffer)	
0BBF	sampSendRconCommand(zstring cmd)	
0BC0	sampSendOnfootData(uint dataPtr)	
0BC1	sampSendIncarData(uint dataPtr)	
0BC2	sampSendPassengerData(uint dataPtr)	
0BC3	sampSendAimData(uint dataPtr)	
0BC4	sampSendBulletData(uint dataPtr)	
0BC5	sampSendTrailerData(uint dataPtr)	
0BC6	sampSendUnoccupiedData(uint dataPtr)	
0BC7	sampSendSpectatorData(uint dataPtr)	
0BC8	sampSendClickPlayer(int id, int source)	
0BC9	sampSendDialogResponse(int id, int button, int listitem, zstring input)	
0BCA	sampSendClickTextdraw(int id)	
0BCB	sampSendGiveDamage(int id, float damage, int weapon, int bodypart)	
0BCC	sampSendTakeDamage(int id, float damage, int weapon, int bodypart)	
0BCD	sampSendEditObject(bool playerObject, int objectId, int response, float posX, float posY, float posZ, float rotX, float rotY, float rotZ)	
0BCE	sampSendEditAttachedObject(int response, int index, int model, int bone, float offsetX, float offsetY, float offsetZ, float rotX, float rotY, float rotZ, float scaleX, float scaleY, float scaleZ)	
0BCF	sampSendInteriorChange(int id)	
0BD0	sampSendRequestSpawn()	
0BD1	sampSendPickedUpPickup(int id)	
0BD2	sampSendMenuSelectRow(int id)	
0BD3	sampSendMenuQuit()	
0BD4	sampSendVehicleDestroyed(int id)	
0BD5	bool result = sampIsScoreboardOpen()	
0BD6	sampToggleScoreboard(bool show)	
0BD7	zstring text = sampGetDialogText()	
0BD8	zstring caption = sampGetDialogCaption()	
0BD9	sampSetDialogClientside(bool clientside)	
0BDA	bool result = sampIsDialogClientside()	
0BDB	bool result = sampIsChatVisible()	
0BDC	int mode = sampGetChatDisplayMode()	
0BDD	sampSetChatDisplayMode(int mode)	
0BDE	pauseScmThread(uint thread)	
0BDF	resumeScmThread(uint thread)	
0BE0		[12]
0BE1		[12:1]
0BE2		[12:2]
0BE3		[12:3]
0BE4		[12:4]
0BE5		[10:1]
0BE6		[12:5]
0BE7	bool value = raknetBitStreamReadBool(Bitstream bs)	
0BE7	float value = raknetBitStreamReadFloat(Bitstream bs)	
0BE7	int value = raknetBitStreamReadInt16(Bitstream bs)	
0BE7	int value = raknetBitStreamReadInt32(Bitstream bs)	
0BE7	int value = raknetBitStreamReadInt8(Bitstream bs)	
0BE8	raknetBitStreamReadBuffer(Bitstream bs, uint dest, uint size)	
0BE8	string value = raknetBitStreamReadString(Bitstream bs, uint size)	
0BE9	raknetBitStreamResetReadPointer(Bitstream bs)	
0BEA	raknetBitStreamResetWritePointer(Bitstream bs)	
0BEB	raknetBitStreamIgnoreBits(Bitstream bs, int amount)	
0BEC	raknetBitStreamSetWriteOffset(Bitstream bs, int offset)	
0BED	raknetBitStreamSetReadOffset(Bitstream bs, int offset)	
0BEE	uint value = raknetBitStreamGetNumberOfBitsUsed(Bitstream bs)	
0BEF	uint value = raknetBitStreamGetNumberOfBytesUsed(Bitstream bs)	
0BF0	uint value = raknetBitStreamGetNumberOfUnreadBits(Bitstream bs)	
0BF1	int value = raknetBitStreamGetWriteOffset(Bitstream bs)	
0BF2	int value = raknetBitStreamGetReadOffset(Bitstream bs)	
0BF3	uint value = raknetBitStreamGetDataPtr(Bitstream bs)	
0BF4	zstring string = raknetBitStreamDecodeString(Bitstream bs, int size)	
0BF5	raknetBitStreamEncodeString(Bitstream bs, zstring string)	
0BF6	raknetEmulRpcReceiveBitStream(int rpc, Bitstream bs)	
0BF7	raknetEmulPacketReceiveBitStream(int packet, Bitstream bs)	
0BF8	zstring name = raknetGetRpcName(int rpc)	
0BF9	zstring name = raknetGetPacketName(int packet)	
0BFA		[3:73]
0BFB		[3:74]
0BFC	bool result = setSampfuncsGlobalVar(zstring var, int value)	
0BFD	bool result, int value = getSampfuncsGlobalVar(zstring var)	
0BFE	os.clock/localClock	[2:42]
0BFF	bool result, table colPoint = processLineOfSight(float originX, float originY, float originZ, float targetX, float targetY, float targetZ, [bool checkSolid=true], [bool car=false], [bool ped=false], [bool object=false], [bool particle=false], [bool seeThrough=false], [bool ignoreSomeObjects=false], [bool shootThrough=false])	[4:81]
0C00	math.abs	[2:43]
0C01	math.deg	[2:44]
0C02	math.rad	[2:45]
0C03	math.sin	[2:46]
0C04	math.asin	[2:47]
0C05	math.cos	[2:48]
0C06	math.acos	[2:49]
0C07	math.tan	[2:50]
0C08	math.atan	[2:51]
0C09	math.pow	[2:52]
0C0A	math.ceil	[2:53]
0C0B	math.floor	[2:54]
0C0C	int value = getStructElement(uint struct, int offset, uint size, [bool unprotect=false])	[4:82]
0C0D	setStructElement(uint struct, int offset, uint size, int value, [bool unprotect=false])	[4:83]
0C0E		[13]
0C0F		[13:1]
0C10		[14]
0C10	memory.copy(uint destAddress, uint srcAddress, uint size, [bool unprotect=false])	[4:84]
0C11		[14:1]
0C11	memory.fill(uint address, int value, uint size, [bool unprotect=false])	[4:85]
0C12		[14:2]
0C12	bool result = memory.compare(uint address1, uint address2, uint size, [bool unprotect=false])	[4:86]
0C13		[15]
0C14		[15:1]
0C15		[15:2]
0C16	string.gmatch	[2:55]
0C17		[15:3]
0C18	string.find	[2:56]
0C19	string.find	[2:57]
0C1A	tonumber	[2:58]
0C1B	tonumber	[2:59]
0C1C	tostring/string.format	[2:60]
0C1D		[13:2]
0C1E		[13:3]
0C1F		[13:4]
0C20		[13:5]
0C21		[6:1]
0C22		[14:3]
0C22	string hexstr = memory.tohex(uint address, uint size, [bool unprotect=false])	[4:87]
0C23		[14:4]
0C23	bool result = memory.hex2bin(string hex, uint dstAddress, uint size)	[4:88]
0C24		[6:2]
0C25		[6:3]
0C26	string.upper	[2:61]
0C27		[6:4]
0C28	string.lower	[2:62]
0C29		[6:5]
0C2A	string.find	[2:63]
0C2B		[6:6]
0C2C		[6:7]
0C2D	string.reverse	[2:64]
0C2E		[6:8]
0C2F	tonumber	[2:65]
0C30		[16]
0C31		[16:1]
0C32	float w, float x, float y, float z = convertMatrixToQuaternion(float rightX, float rightY, float rightZ, float frontX, float frontY, float frontZ, float upX, float upY, float upZ)	[4:89]
0C33	float rightX, float rightY, float rightZ, float frontX, float frontY, float frontZ, float upX, float upY, float upZ = convertQuaternionToMatrix(float w, float x, float y, float z)	[4:90]
0C34		[17]
0C35		[17:1]
0C36		[17:2]
0C37		[17:3]
0C38		[17:4]
0C39		[17:5]
0C3A		[3:75]
0C3B	renderBegin(int type)	[4:91]
0C3C	renderEnd()	[4:92]
0C3D	renderColor(uint color)	[4:93]
0C3E	renderVertex(float vX, float vY)	[4:94]
0C3F	renderSetTexCoord(float posX, float posY)	[4:95]
0C40	renderBindTexture(DxTexture texture)	[4:96]
0C41	uint struct = renderGetTextureStruct(DxTexture texture)	[4:97]
0C42	uint sprite = renderGetTextureSprite(DxTexture texture)	[4:98]
0C43	uint sizeX, uint sizeY = renderGetTextureSize(DxTexture texture)	[4:99]
0C44	renderSetRenderState(int state, uint value)	[4:100]
0C45	sampCreate3dTextEx(int id, zstring text, uint color, float posX, float posY, float posZ, float distance, bool ignoreWalls, int playerId, int vehicleId)	
0C46	zstring string, uint color, float posX, float posY, float posZ, float distance, bool ignoreWalls, int playerId, int vehicleId = sampGet3dTextInfoById(int id)	
0C47	sampSet3dTextString(int id, zstring text)	
0C48	sampTextdrawCreate(int id, zstring text, float posX, float posY)	
0C49	sampTextdrawSetBoxColorAndSize(int id, int box, uint color, float sizeX, float sizeY)	
0C4A	sampTextdrawSetAlign(int id, int align)	
0C4B	sampTextdrawSetProportional(int id, int proportional)	
0C4C	sampTextdrawSetStyle(int id, int style)	
0C4D	sampTextdrawSetShadow(int id, int shadow, uint color)	
0C4E	sampTextdrawSetOutlineColor(int id, int outline, uint color)	
0C4F	sampTextdrawSetModelRotationZoomVehColor(int id, int model, float rotX, float rotY, float rotZ, float zoom, int clr1, int clr2)	
0C50	sampTextdrawSetString(int id, zstring text)	
0C51	sampTextdrawSetPos(int id, float posX, float posY)	
0C52	sampTextdrawSetLetterSizeAndColor(int id, float letSizeX, float letSizeY, uint color)	
0C53	int box, uint color, float sizeX, float sizeY = sampTextdrawGetBoxEnabledColorAndSize(int id)	
0C54	int align = sampTextdrawGetAlign(int id)	
0C55	int prop = sampTextdrawGetProportional(int id)	
0C56	int style = sampTextdrawGetStyle(int id)	
0C57	int shadow, uint color = sampTextdrawGetShadowColor(int id)	
0C58	int outline, uint color = sampTextdrawGetOutlineColor(int id)	
0C59	int model, float rotX, float rotY, float rotZ, float zoom, int clr1, int clr2 = sampTextdrawGetModelRotationZoomVehColor(int id)	
0C5A	zstring text = sampTextdrawGetString(int id)	
0C5B	float posX, float posY = sampTextdrawGetPos(int id)	
0C5C	float letSizeX, float letSizeY, uint color = sampTextdrawGetLetterSizeAndColor(int id)	
0C5D	bool result = sampTextdrawIsExists(int id)	
0C5E	sampTextdrawDelete(int id)	
0C5F	bool result = isSampfuncsGlobalVarDefined(zstring var)	
0C60		[3:76]
0C61	bool read, bool write = getSampfuncsGlobalVarAccessForThread(zstring var, uint thread)	
0C62	runSampfuncsConsoleCommand(zstring cmd)	
0C63	bool result = sampfuncsRegisterConsoleCommand(zstring cmd, function func)	
0C64	bool result = sampfuncsUnregisterConsoleCommand(zstring cmd)	
0C65	int index = downloadUrlToFile(string url, string file, function statusCallback)	[4:101]
0C66		[18]
0C67	os.getenv	[2:66]
0C68		[19]
0C69		[19:1]
0C6A		[3:77]
0C6B	uint thread = createScmThreadAtPointer(uint pointer, table args)	
0C6C	setScmThreadLocalVar(uint thread, int var, any value)	
0C6D	int value = getScmThreadLocalVar(uint thread, int var)	
0C6E	destroyScmThread(uint thread)	
0C6F	restartScmThread(uint thread, table args)	
0C70	uint handle = getModuleHandle(string module)	[4:102]
0C71	uint address = getModuleProcAddress(string module, string proc)	[4:103]
0C72	setVirtualKeyDown(int vkey, bool down)	[4:104]
0C73	setCharKeyDown(int ckey, bool down)	[4:105]
0C74		[20]
0C75		[20:1]
0C76		[20:2]
0C77		[20:3]
0C78		[20:4]
0C79		[20:5]
0C7A		[20:6]
0C7B		[20:7]
0C7C		[20:8]
0C7D		[18:1]
0C7E	bool result = isSampfuncsConsoleActive()	
0C7F	sampSetClientCommandDescription(zstring cmd, zstring text)	
0C80	setSampfuncsConsoleCommandDescription(zstring cmd, zstring text)	
0C81	sampForceVehicleSync(int id)	
0C82	sampForceUnoccupiedSyncSeatId(int id, int seatId)	
0C83	sampForceOnfootSync()	
0C84	sampForceAimSync()	
0C85	sampForceTrailerSync(int id)	
0C86	sampForcePassengerSyncSeatId(int id, int seatId)	
0C87	sampForceStatsSync()	
0C88	sampForceWeaponsSync()	
0C89	bool state = isKeyJustPressed(int key)	[4:106]
0C8A	int id = sampGetMaxPlayerId(bool streamed)	
0C8B	int count = sampGetPlayerCount(bool streamed)	
0C8C	DxTexture texture = renderLoadTextureFromFileInMemory(uint pointer, uint size)	[4:107]
0C8D	bool result = setClipboardText(string text)	[4:108]
0C8E	string text = getClipboardText()	[4:109]
0C8F	sampProcessChatInput(zstring text)	
0C90	bool result = sampIsChatCommandDefined(zstring cmd)	
0C91	bool result = isSampfuncsConsoleCommandDefined(zstring cmd)	
0C92	int version = getCleoLibraryVersion()	
Не имеют назначения ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎
Не вошло в релиз, поскольку в Lua/MoonLoader есть функции, позволяющие сделать то же, что и опкод ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎
Не нужны в Lua. Арифметические операции, функции управления SCM-переменными, параметрами потока и т.п. ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎
Были заменены встроенными функциями в обновлениях ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎ ↩︎
Для форматирования текста используется функция string.format ↩︎ ↩︎ ↩︎ ↩︎ ↩︎
